participant,block,trial,condition,pic_presence,cue,prime,target,resp_acc
s4_fs4n,1,98,incongruent,present,label,kangaroo,swan,1
s4_fs4n,1,99,noPic,absent,notCued,noise,NA,1
s4_fs4n,1,100,noPic,absent,label,swan,NA,1
s4_fs4n,1,101,congruent,present,label,rollingpin,rollingpin,0
s4_fs4n,1,102,noPic,absent,notCued,noise,NA,1
s4_fs4n,1,103,noPic,absent,label,kangaroo,NA,1
s4_fs4n,1,104,noPic,absent,notCued,noise,NA,1
s4_fs4n,1,105,noPic,absent,notCued,noise,NA,1
s4_fs4n,1,106,noPic,absent,label,swan,NA,1
s4_fs4n,1,107,noPic,absent,label,pumpkin,NA,1
s4_fs4n,1,108,incongruent,present,notCued,noise,zebra,0
s4_fs4n,1,109,incongruent,present,label,rollingpin,turtle,0
s4_fs4n,1,110,noPic,absent,notCued,noise,NA,1
s4_fs4n,1,111,noPic,absent,label,football,NA,1
s4_fs4n,1,112,noPic,absent,label,pumpkin,NA,1
s4_fs4n,1,113,noPic,absent,label,banana,NA,1
s4_fs4n,1,114,noPic,absent,label,kangaroo,NA,1
s4_fs4n,1,115,noPic,absent,notCued,noise,NA,1
s4_fs4n,1,116,congruent,present,label,football,football,0
s4_fs4n,1,117,incongruent,present,notCued,noise,banana,0
s4_fs4n,1,118,incongruent,present,notCued,noise,pumpkin,0
s4_fs4n,1,119,noPic,absent,notCued,noise,NA,1
s4_fs4n,1,120,congruent,present,label,banana,banana,0
s4_fs4n,1,121,incongruent,present,notCued,noise,football,0
s4_fs4n,1,122,noPic,absent,notCued,noise,NA,1
s4_fs4n,1,123,congruent,present,label,football,football,1
s4_fs4n,1,124,congruent,present,label,turtle,turtle,1
s4_fs4n,1,125,incongruent,present,notCued,noise,kangaroo,1
s4_fs4n,1,126,congruent,present,label,banana,banana,1
s4_fs4n,1,127,congruent,present,label,football,football,1
s4_fs4n,1,128,incongruent,present,notCued,noise,pumpkin,1
s4_fs4n,1,129,incongruent,present,notCued,noise,football,1
s4_fs4n,1,130,noPic,absent,notCued,noise,NA,0
s4_fs4n,1,131,congruent,present,label,pumpkin,pumpkin,1
s4_fs4n,1,132,noPic,absent,label,pumpkin,NA,0
s4_fs4n,1,133,congruent,present,label,zebra,zebra,1
s4_fs4n,1,134,noPic,absent,notCued,noise,NA,0
s4_fs4n,1,135,noPic,absent,notCued,noise,NA,1
s4_fs4n,1,136,noPic,absent,label,rollingpin,NA,1
s4_fs4n,1,137,congruent,present,label,zebra,zebra,1
s4_fs4n,1,138,congruent,present,label,kangaroo,kangaroo,0
s4_fs4n,1,139,noPic,absent,label,zebra,NA,1
s4_fs4n,1,140,noPic,absent,notCued,noise,NA,1
s4_fs4n,1,141,incongruent,present,notCued,noise,swan,1
s4_fs4n,1,142,noPic,absent,label,swan,NA,1
s4_fs4n,1,143,congruent,present,label,rollingpin,rollingpin,0
s4_fs4n,1,144,noPic,absent,label,banana,NA,0
s4_fs4n,1,145,incongruent,present,notCued,noise,swan,1
s4_fs4n,1,146,noPic,absent,label,zebra,NA,1
s4_fs4n,1,147,noPic,absent,label,rollingpin,NA,1
s4_fs4n,1,148,noPic,absent,label,banana,NA,0
s4_fs4n,1,149,incongruent,present,notCued,noise,zebra,0
s4_fs4n,1,150,congruent,present,label,swan,swan,1
s4_fs4n,1,151,noPic,absent,label,turtle,NA,1
s4_fs4n,1,152,noPic,absent,notCued,noise,NA,0
s4_fs4n,1,153,noPic,absent,notCued,noise,NA,1
s4_fs4n,1,154,congruent,present,label,turtle,turtle,1
s4_fs4n,1,155,noPic,absent,notCued,noise,NA,1
s4_fs4n,1,156,noPic,absent,notCued,noise,NA,0
s4_fs4n,1,157,incongruent,present,notCued,noise,turtle,1
s4_fs4n,1,158,congruent,present,label,zebra,zebra,0
s4_fs4n,1,159,incongruent,present,notCued,noise,turtle,1
s4_fs4n,1,160,congruent,present,label,banana,banana,1
s4_fs4n,2,1,noPic,absent,label,kangaroo,NA,1
s4_fs4n,2,2,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,3,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,4,noPic,absent,label,pumpkin,NA,0
s4_fs4n,2,5,noPic,absent,label,swan,NA,0
s4_fs4n,2,6,congruent,present,label,football,football,1
s4_fs4n,2,7,congruent,present,label,rollingpin,rollingpin,1
s4_fs4n,2,8,incongruent,present,notCued,noise,football,1
s4_fs4n,2,9,noPic,absent,label,pumpkin,NA,0
s4_fs4n,2,10,noPic,absent,notCued,noise,NA,0
s4_fs4n,2,11,congruent,present,label,banana,banana,1
s4_fs4n,2,12,incongruent,present,notCued,noise,turtle,1
s4_fs4n,2,13,incongruent,present,notCued,noise,zebra,1
s4_fs4n,2,14,congruent,present,label,zebra,zebra,1
s4_fs4n,2,15,congruent,present,label,football,football,1
s4_fs4n,2,16,noPic,absent,notCued,noise,NA,0
s4_fs4n,2,17,noPic,absent,notCued,noise,NA,0
s4_fs4n,2,18,congruent,present,label,kangaroo,kangaroo,0
s4_fs4n,2,19,incongruent,present,notCued,noise,banana,0
s4_fs4n,2,20,congruent,present,label,turtle,turtle,1
s4_fs4n,2,21,noPic,absent,label,pumpkin,NA,0
s4_fs4n,2,22,noPic,absent,label,swan,NA,1
s4_fs4n,2,23,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,24,noPic,absent,label,football,NA,1
s4_fs4n,2,25,congruent,present,label,kangaroo,kangaroo,1
s4_fs4n,2,26,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,27,noPic,absent,label,zebra,NA,1
s4_fs4n,2,28,incongruent,present,label,rollingpin,football,1
s4_fs4n,2,29,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,30,congruent,present,label,turtle,turtle,1
s4_fs4n,2,31,noPic,absent,label,rollingpin,NA,1
s4_fs4n,2,32,noPic,absent,label,zebra,NA,0
s4_fs4n,2,33,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,34,incongruent,present,notCued,noise,football,1
s4_fs4n,2,35,noPic,absent,label,football,NA,0
s4_fs4n,2,36,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,37,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,38,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,39,incongruent,present,notCued,noise,kangaroo,0
s4_fs4n,2,40,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,41,incongruent,present,label,kangaroo,banana,1
s4_fs4n,2,42,noPic,absent,label,banana,NA,0
s4_fs4n,2,43,congruent,present,label,zebra,zebra,1
s4_fs4n,2,44,incongruent,present,notCued,noise,banana,1
s4_fs4n,2,45,congruent,present,label,swan,swan,1
s4_fs4n,2,46,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,47,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,48,incongruent,present,notCued,noise,pumpkin,0
s4_fs4n,2,49,congruent,present,label,football,football,1
s4_fs4n,2,50,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,51,incongruent,present,notCued,noise,rollingpin,0
s4_fs4n,2,52,noPic,absent,label,football,NA,1
s4_fs4n,2,53,incongruent,present,label,rollingpin,turtle,1
s4_fs4n,2,54,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,55,incongruent,present,notCued,noise,pumpkin,0
s4_fs4n,2,56,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,57,incongruent,present,label,pumpkin,kangaroo,0
s4_fs4n,2,58,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,59,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,60,incongruent,present,notCued,noise,zebra,1
s4_fs4n,2,61,noPic,absent,label,rollingpin,NA,0
s4_fs4n,2,62,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,63,incongruent,present,notCued,noise,football,1
s4_fs4n,2,64,noPic,absent,label,kangaroo,NA,0
s4_fs4n,2,65,noPic,absent,label,rollingpin,NA,1
s4_fs4n,2,66,noPic,absent,label,kangaroo,NA,0
s4_fs4n,2,67,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,68,incongruent,present,notCued,noise,swan,1
s4_fs4n,2,69,noPic,absent,label,banana,NA,0
s4_fs4n,2,70,noPic,absent,notCued,noise,NA,0
s4_fs4n,2,71,congruent,present,label,turtle,turtle,1
s4_fs4n,2,72,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,73,incongruent,present,notCued,noise,turtle,1
s4_fs4n,2,74,noPic,absent,notCued,noise,NA,0
s4_fs4n,2,75,noPic,absent,notCued,noise,NA,0
s4_fs4n,2,76,noPic,absent,label,banana,NA,1
s4_fs4n,2,77,congruent,present,label,swan,swan,1
s4_fs4n,2,78,incongruent,present,notCued,noise,kangaroo,1
s4_fs4n,2,79,noPic,absent,label,zebra,NA,1
s4_fs4n,2,80,noPic,absent,label,pumpkin,NA,1
s4_fs4n,2,81,congruent,present,label,kangaroo,kangaroo,1
s4_fs4n,2,82,noPic,absent,label,kangaroo,NA,0
s4_fs4n,2,83,incongruent,present,notCued,noise,pumpkin,1
s4_fs4n,2,84,noPic,absent,label,banana,NA,0
s4_fs4n,2,85,incongruent,present,notCued,noise,kangaroo,1
s4_fs4n,2,86,incongruent,present,notCued,noise,kangaroo,1
s4_fs4n,2,87,noPic,absent,label,pumpkin,NA,0
s4_fs4n,2,88,incongruent,present,notCued,noise,turtle,1
s4_fs4n,2,89,congruent,present,label,pumpkin,pumpkin,1
s4_fs4n,2,90,noPic,absent,label,rollingpin,NA,0
s4_fs4n,2,91,noPic,absent,label,swan,NA,0
s4_fs4n,2,92,incongruent,present,notCued,noise,pumpkin,1
s4_fs4n,2,93,noPic,absent,label,swan,NA,0
s4_fs4n,2,94,incongruent,present,notCued,noise,kangaroo,1
s4_fs4n,2,95,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,96,noPic,absent,label,turtle,NA,0
s4_fs4n,2,97,noPic,absent,label,zebra,NA,1
s4_fs4n,2,98,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,99,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,100,incongruent,present,label,zebra,rollingpin,0
s4_fs4n,2,101,noPic,absent,label,football,NA,1
s4_fs4n,2,102,congruent,present,label,pumpkin,pumpkin,1
s4_fs4n,2,103,incongruent,present,label,banana,pumpkin,1
s4_fs4n,2,104,noPic,absent,label,kangaroo,NA,1
s4_fs4n,2,105,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,106,congruent,present,label,banana,banana,1
s4_fs4n,2,107,noPic,absent,notCued,noise,NA,0
s4_fs4n,2,108,incongruent,present,notCued,noise,zebra,1
s4_fs4n,2,109,congruent,present,label,kangaroo,kangaroo,1
s4_fs4n,2,110,incongruent,present,notCued,noise,swan,1
s4_fs4n,2,111,incongruent,present,notCued,noise,zebra,1
s4_fs4n,2,112,incongruent,present,label,banana,zebra,1
s4_fs4n,2,113,incongruent,present,notCued,noise,swan,1
s4_fs4n,2,114,incongruent,present,notCued,noise,football,1
s4_fs4n,2,115,incongruent,present,notCued,noise,banana,0
s4_fs4n,2,116,noPic,absent,label,rollingpin,NA,1
s4_fs4n,2,117,congruent,present,label,rollingpin,rollingpin,1
s4_fs4n,2,118,congruent,present,label,banana,banana,1
s4_fs4n,2,119,congruent,present,label,rollingpin,rollingpin,1
s4_fs4n,2,120,incongruent,present,notCued,noise,banana,0
s4_fs4n,2,121,congruent,present,label,zebra,zebra,1
s4_fs4n,2,122,incongruent,present,notCued,noise,turtle,0
s4_fs4n,2,123,noPic,absent,label,football,NA,1
s4_fs4n,2,124,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,125,noPic,absent,label,zebra,NA,1
s4_fs4n,2,126,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,127,congruent,present,label,pumpkin,pumpkin,1
s4_fs4n,2,128,congruent,present,label,swan,swan,1
s4_fs4n,2,129,noPic,absent,notCued,noise,NA,0
s4_fs4n,2,130,incongruent,present,label,kangaroo,swan,1
s4_fs4n,2,131,noPic,absent,label,zebra,NA,1
s4_fs4n,2,132,incongruent,present,notCued,noise,zebra,1
s4_fs4n,2,133,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,134,congruent,present,label,football,football,1
s4_fs4n,2,135,incongruent,present,notCued,noise,football,0
s4_fs4n,2,136,noPic,absent,label,turtle,NA,1
s4_fs4n,2,137,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,138,noPic,absent,notCued,noise,NA,0
s4_fs4n,2,139,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,140,noPic,absent,label,banana,NA,1
s4_fs4n,2,141,incongruent,present,notCued,noise,turtle,0
s4_fs4n,2,142,noPic,absent,label,turtle,NA,1
s4_fs4n,2,143,incongruent,present,notCued,noise,rollingpin,0
s4_fs4n,2,144,noPic,absent,label,turtle,NA,0
s4_fs4n,2,145,congruent,present,label,turtle,turtle,1
s4_fs4n,2,146,congruent,present,label,banana,banana,1
s4_fs4n,2,147,congruent,present,label,rollingpin,rollingpin,1
s4_fs4n,2,148,congruent,present,label,zebra,zebra,1
s4_fs4n,2,149,incongruent,present,notCued,noise,rollingpin,1
s4_fs4n,2,150,incongruent,present,notCued,noise,swan,1
s4_fs4n,2,151,congruent,present,label,pumpkin,pumpkin,0
s4_fs4n,2,152,noPic,absent,label,swan,NA,1
s4_fs4n,2,153,incongruent,present,notCued,noise,rollingpin,1
s4_fs4n,2,154,noPic,absent,notCued,noise,NA,0
s4_fs4n,2,155,incongruent,present,notCued,noise,banana,1
s4_fs4n,2,156,incongruent,present,notCued,noise,swan,1
s4_fs4n,2,157,incongruent,present,notCued,noise,rollingpin,1
s4_fs4n,2,158,incongruent,present,notCued,noise,pumpkin,1
s4_fs4n,2,159,noPic,absent,notCued,noise,NA,1
s4_fs4n,2,160,congruent,present,label,swan,swan,1
s1_ll_fs4n_2,1,1,congruent,present,label,swan,swan,0
s1_ll_fs4n_2,1,2,congruent,present,label,kangaroo,kangaroo,0
s1_ll_fs4n_2,1,3,noPic,absent,label,football,NA,1
s1_ll_fs4n_2,1,4,noPic,absent,label,pumpkin,NA,1
s1_ll_fs4n_2,1,5,incongruent,present,notCued,noise,pumpkin,0
s1_ll_fs4n_2,1,6,noPic,absent,label,rollingpin,NA,1
s1_ll_fs4n_2,1,7,noPic,absent,label,rollingpin,NA,1
s1_ll_fs4n_2,1,8,incongruent,present,notCued,noise,football,0
s1_ll_fs4n_2,1,9,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,10,incongruent,present,notCued,noise,rollingpin,1
s1_ll_fs4n_2,1,11,noPic,absent,label,kangaroo,NA,1
s1_ll_fs4n_2,1,12,noPic,absent,label,zebra,NA,1
s1_ll_fs4n_2,1,13,noPic,absent,label,turtle,NA,1
s1_ll_fs4n_2,1,14,noPic,absent,label,banana,NA,1
s1_ll_fs4n_2,1,15,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,16,noPic,absent,label,turtle,NA,1
s1_ll_fs4n_2,1,17,noPic,absent,label,kangaroo,NA,1
s1_ll_fs4n_2,1,18,noPic,absent,label,banana,NA,1
s1_ll_fs4n_2,1,19,noPic,absent,label,swan,NA,1
s1_ll_fs4n_2,1,20,noPic,absent,label,rollingpin,NA,1
s1_ll_fs4n_2,1,21,congruent,present,label,football,football,1
s1_ll_fs4n_2,1,22,incongruent,present,notCued,noise,zebra,0
s1_ll_fs4n_2,1,23,incongruent,present,notCued,noise,kangaroo,0
s1_ll_fs4n_2,1,24,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,25,noPic,absent,label,pumpkin,NA,1
s1_ll_fs4n_2,1,26,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,27,incongruent,present,notCued,noise,zebra,0
s1_ll_fs4n_2,1,28,noPic,absent,label,zebra,NA,1
s1_ll_fs4n_2,1,29,incongruent,present,notCued,noise,banana,1
s1_ll_fs4n_2,1,30,incongruent,present,notCued,noise,swan,0
s1_ll_fs4n_2,1,31,congruent,present,label,pumpkin,pumpkin,0
s1_ll_fs4n_2,1,32,incongruent,present,label,swan,kangaroo,0
s1_ll_fs4n_2,1,33,congruent,present,label,swan,swan,0
s1_ll_fs4n_2,1,34,congruent,present,label,turtle,turtle,1
s1_ll_fs4n_2,1,35,noPic,absent,label,swan,NA,1
s1_ll_fs4n_2,1,36,incongruent,present,notCued,noise,banana,0
s1_ll_fs4n_2,1,37,incongruent,present,notCued,noise,turtle,0
s1_ll_fs4n_2,1,38,incongruent,present,label,banana,football,1
s1_ll_fs4n_2,1,39,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,40,congruent,present,label,kangaroo,kangaroo,1
s1_ll_fs4n_2,1,41,congruent,present,label,banana,banana,1
s1_ll_fs4n_2,1,42,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,43,incongruent,present,notCued,noise,rollingpin,1
s1_ll_fs4n_2,1,44,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,45,incongruent,present,notCued,noise,turtle,0
s1_ll_fs4n_2,1,46,congruent,present,label,rollingpin,rollingpin,1
s1_ll_fs4n_2,1,47,incongruent,present,notCued,noise,zebra,0
s1_ll_fs4n_2,1,48,noPic,absent,label,kangaroo,NA,1
s1_ll_fs4n_2,1,49,noPic,absent,label,pumpkin,NA,1
s1_ll_fs4n_2,1,50,incongruent,present,notCued,noise,turtle,0
s1_ll_fs4n_2,1,51,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,52,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,53,congruent,present,label,zebra,zebra,0
s1_ll_fs4n_2,1,54,congruent,present,label,banana,banana,0
s1_ll_fs4n_2,1,55,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,56,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,57,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,58,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,59,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,60,noPic,absent,label,kangaroo,NA,1
s1_ll_fs4n_2,1,61,noPic,absent,label,football,NA,1
s1_ll_fs4n_2,1,62,noPic,absent,label,swan,NA,1
s1_ll_fs4n_2,1,63,noPic,absent,label,pumpkin,NA,1
s1_ll_fs4n_2,1,64,incongruent,present,notCued,noise,football,0
s1_ll_fs4n_2,1,65,congruent,present,label,pumpkin,pumpkin,0
s1_ll_fs4n_2,1,66,incongruent,present,notCued,noise,football,1
s1_ll_fs4n_2,1,67,noPic,absent,label,rollingpin,NA,1
s1_ll_fs4n_2,1,68,incongruent,present,notCued,noise,kangaroo,0
s1_ll_fs4n_2,1,69,noPic,absent,label,banana,NA,1
s1_ll_fs4n_2,1,70,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,71,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,72,incongruent,present,label,turtle,banana,1
s1_ll_fs4n_2,1,73,noPic,absent,label,banana,NA,0
s1_ll_fs4n_2,1,74,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,75,congruent,present,label,banana,banana,0
s1_ll_fs4n_2,1,76,noPic,absent,label,pumpkin,NA,1
s1_ll_fs4n_2,1,77,noPic,absent,label,football,NA,1
s1_ll_fs4n_2,1,78,incongruent,present,notCued,noise,kangaroo,0
s1_ll_fs4n_2,1,79,noPic,absent,label,rollingpin,NA,1
s1_ll_fs4n_2,1,80,noPic,absent,label,rollingpin,NA,1
s1_ll_fs4n_2,1,81,incongruent,present,notCued,noise,zebra,0
s1_ll_fs4n_2,1,82,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,83,noPic,absent,label,zebra,NA,1
s1_ll_fs4n_2,1,84,noPic,absent,label,zebra,NA,0
s1_ll_fs4n_2,1,85,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,86,noPic,absent,label,football,NA,1
s1_ll_fs4n_2,1,87,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,88,incongruent,present,notCued,noise,swan,0
s1_ll_fs4n_2,1,89,incongruent,present,notCued,noise,rollingpin,1
s1_ll_fs4n_2,1,90,incongruent,present,notCued,noise,swan,0
s1_ll_fs4n_2,1,91,noPic,absent,label,zebra,NA,1
s1_ll_fs4n_2,1,92,noPic,absent,label,kangaroo,NA,1
s1_ll_fs4n_2,1,93,congruent,present,label,turtle,turtle,0
s1_ll_fs4n_2,1,94,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,95,incongruent,present,notCued,noise,banana,0
s1_ll_fs4n_2,1,96,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,97,noPic,absent,label,football,NA,1
s1_ll_fs4n_2,1,98,incongruent,present,notCued,noise,swan,1
s1_ll_fs4n_2,1,99,congruent,present,label,rollingpin,rollingpin,0
s1_ll_fs4n_2,1,100,congruent,present,label,rollingpin,rollingpin,1
s1_ll_fs4n_2,1,101,congruent,present,label,zebra,zebra,0
s1_ll_fs4n_2,1,102,incongruent,present,notCued,noise,pumpkin,0
s1_ll_fs4n_2,1,103,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,104,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,105,congruent,present,label,swan,swan,0
s1_ll_fs4n_2,1,106,noPic,absent,label,kangaroo,NA,1
s1_ll_fs4n_2,1,107,congruent,present,label,turtle,turtle,0
s1_ll_fs4n_2,1,108,incongruent,present,label,turtle,pumpkin,0
s1_ll_fs4n_2,1,109,noPic,absent,label,swan,NA,1
s1_ll_fs4n_2,1,110,incongruent,present,notCued,noise,football,0
s1_ll_fs4n_2,1,111,incongruent,present,notCued,noise,football,0
s1_ll_fs4n_2,1,112,congruent,present,label,turtle,turtle,0
s1_ll_fs4n_2,1,113,incongruent,present,notCued,noise,pumpkin,0
s1_ll_fs4n_2,1,114,congruent,present,label,rollingpin,rollingpin,1
s1_ll_fs4n_2,1,115,incongruent,present,notCued,noise,kangaroo,1
s1_ll_fs4n_2,1,116,incongruent,present,label,swan,rollingpin,0
s1_ll_fs4n_2,1,117,incongruent,present,notCued,noise,pumpkin,0
s1_ll_fs4n_2,1,118,incongruent,present,notCued,noise,turtle,0
s1_ll_fs4n_2,1,119,noPic,absent,label,turtle,NA,1
s1_ll_fs4n_2,1,120,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,121,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,122,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,123,congruent,present,label,zebra,zebra,0
s1_ll_fs4n_2,1,124,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,125,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,126,incongruent,present,label,turtle,swan,0
s1_ll_fs4n_2,1,127,noPic,absent,label,turtle,NA,1
s1_ll_fs4n_2,1,128,congruent,present,label,kangaroo,kangaroo,0
s1_ll_fs4n_2,1,129,incongruent,present,notCued,noise,turtle,0
s1_ll_fs4n_2,1,130,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,131,congruent,present,label,kangaroo,kangaroo,0
s1_ll_fs4n_2,1,132,incongruent,present,notCued,noise,banana,0
s1_ll_fs4n_2,1,133,congruent,present,label,pumpkin,pumpkin,0
s1_ll_fs4n_2,1,134,incongruent,present,notCued,noise,swan,0
s1_ll_fs4n_2,1,135,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,136,congruent,present,label,pumpkin,pumpkin,0
s1_ll_fs4n_2,1,137,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,138,congruent,present,label,banana,banana,1
s1_ll_fs4n_2,1,139,incongruent,present,notCued,noise,pumpkin,0
s1_ll_fs4n_2,1,140,noPic,absent,label,zebra,NA,1
s1_ll_fs4n_2,1,141,congruent,present,label,football,football,0
s1_ll_fs4n_2,1,142,congruent,present,label,zebra,zebra,0
s1_ll_fs4n_2,1,143,congruent,present,label,football,football,1
s1_ll_fs4n_2,1,144,incongruent,present,notCued,noise,rollingpin,1
s1_ll_fs4n_2,1,145,congruent,present,label,football,football,1
s1_ll_fs4n_2,1,146,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,147,congruent,present,label,swan,swan,0
s1_ll_fs4n_2,1,148,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,149,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,150,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,151,incongruent,present,label,football,zebra,0
s1_ll_fs4n_2,1,152,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,153,incongruent,present,notCued,noise,banana,0
s1_ll_fs4n_2,1,154,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,155,incongruent,present,notCued,noise,zebra,0
s1_ll_fs4n_2,1,156,incongruent,present,label,rollingpin,turtle,0
s1_ll_fs4n_2,1,157,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,158,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,1,159,incongruent,present,notCued,noise,rollingpin,1
s1_ll_fs4n_2,1,160,incongruent,present,notCued,noise,kangaroo,0
s1_ll_fs4n_2,2,1,noPic,absent,notCued,noise,NA,0
s1_ll_fs4n_2,2,2,noPic,absent,label,zebra,NA,1
s1_ll_fs4n_2,2,3,congruent,present,label,zebra,zebra,1
s1_ll_fs4n_2,2,4,congruent,present,label,pumpkin,pumpkin,0
s1_ll_fs4n_2,2,5,incongruent,present,notCued,noise,banana,0
s1_ll_fs4n_2,2,6,incongruent,present,label,turtle,swan,0
s1_ll_fs4n_2,2,7,incongruent,present,label,rollingpin,turtle,0
s1_ll_fs4n_2,2,8,congruent,present,label,turtle,turtle,0
s1_ll_fs4n_2,2,9,incongruent,present,notCued,noise,zebra,0
s1_ll_fs4n_2,2,10,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,2,11,congruent,present,label,zebra,zebra,0
s1_ll_fs4n_2,2,12,noPic,absent,label,turtle,NA,1
s1_ll_fs4n_2,2,13,incongruent,present,notCued,noise,swan,0
s1_ll_fs4n_2,2,14,congruent,present,label,pumpkin,pumpkin,0
s1_ll_fs4n_2,2,15,incongruent,present,notCued,noise,kangaroo,0
s1_ll_fs4n_2,2,16,noPic,absent,label,banana,NA,1
s1_ll_fs4n_2,2,17,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,2,18,congruent,present,label,turtle,turtle,1
s1_ll_fs4n_2,2,19,noPic,absent,label,swan,NA,1
s1_ll_fs4n_2,2,20,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,2,21,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,2,22,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,2,23,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,2,24,incongruent,present,notCued,noise,banana,0
s1_ll_fs4n_2,2,25,congruent,present,label,rollingpin,rollingpin,0
s1_ll_fs4n_2,2,26,congruent,present,label,football,football,0
s1_ll_fs4n_2,2,27,noPic,absent,label,rollingpin,NA,1
s1_ll_fs4n_2,2,28,incongruent,present,label,turtle,banana,0
s1_ll_fs4n_2,2,29,congruent,present,label,pumpkin,pumpkin,0
s1_ll_fs4n_2,2,30,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,2,31,noPic,absent,label,swan,NA,1
s1_ll_fs4n_2,2,32,noPic,absent,notCued,noise,NA,1
s1_ll_fs4n_2,2,33,incongruent,present,notCued,noise,turtle,0
s1_ll_fs4n_2,2,34,noPic,absent,label,football,NA,1
s1_ll_fs4n_2,2,35,noPic,absent,notCued,noise,NA,1
