participant,block,trial,condition,pic_presence,cue,prime,target,resp_acc
s26_jv_fs4,1,104,incongruent,present,notCued,noise,rollingpin,0
s26_jv_fs4,1,105,noPic,absent,label,zebra,NA,1
s26_jv_fs4,1,106,incongruent,present,notCued,noise,kangaroo,0
s26_jv_fs4,1,107,incongruent,present,notCued,noise,football,0
s26_jv_fs4,1,108,incongruent,present,notCued,noise,rollingpin,0
s26_jv_fs4,1,109,incongruent,present,label,football,banana,0
s26_jv_fs4,1,110,congruent,present,label,kangaroo,kangaroo,0
s26_jv_fs4,1,111,incongruent,present,notCued,noise,football,0
s26_jv_fs4,1,112,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,1,113,noPic,absent,label,football,NA,0
s26_jv_fs4,1,114,incongruent,present,notCued,noise,swan,1
s26_jv_fs4,1,115,congruent,present,label,banana,banana,1
s26_jv_fs4,1,116,noPic,absent,label,swan,NA,1
s26_jv_fs4,1,117,noPic,absent,label,zebra,NA,1
s26_jv_fs4,1,118,noPic,absent,label,kangaroo,NA,1
s26_jv_fs4,1,119,congruent,present,label,zebra,zebra,0
s26_jv_fs4,1,120,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,1,121,noPic,absent,label,kangaroo,NA,1
s26_jv_fs4,1,122,incongruent,present,notCued,noise,zebra,0
s26_jv_fs4,1,123,congruent,present,label,swan,swan,1
s26_jv_fs4,1,124,congruent,present,label,zebra,zebra,1
s26_jv_fs4,1,125,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,1,126,noPic,absent,label,zebra,NA,1
s26_jv_fs4,1,127,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,1,128,noPic,absent,label,swan,NA,1
s26_jv_fs4,1,129,noPic,absent,label,pumpkin,NA,1
s26_jv_fs4,1,130,incongruent,present,notCued,noise,rollingpin,1
s26_jv_fs4,1,131,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,1,132,incongruent,present,label,rollingpin,pumpkin,0
s26_jv_fs4,1,133,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,1,134,congruent,present,label,banana,banana,1
s26_jv_fs4,1,135,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,1,136,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,1,137,congruent,present,label,kangaroo,kangaroo,1
s26_jv_fs4,1,138,incongruent,present,notCued,noise,turtle,1
s26_jv_fs4,1,139,congruent,present,label,pumpkin,pumpkin,1
s26_jv_fs4,1,140,noPic,absent,label,swan,NA,0
s26_jv_fs4,1,141,noPic,absent,notCued,noise,NA,0
s26_jv_fs4,1,142,congruent,present,label,pumpkin,pumpkin,0
s26_jv_fs4,1,143,noPic,absent,label,turtle,NA,1
s26_jv_fs4,1,144,incongruent,present,label,kangaroo,football,1
s26_jv_fs4,1,145,noPic,absent,label,banana,NA,0
s26_jv_fs4,1,146,incongruent,present,notCued,noise,kangaroo,0
s26_jv_fs4,1,147,incongruent,present,notCued,noise,pumpkin,0
s26_jv_fs4,1,148,congruent,present,label,pumpkin,pumpkin,0
s26_jv_fs4,1,149,incongruent,present,notCued,noise,rollingpin,1
s26_jv_fs4,1,150,incongruent,present,notCued,noise,banana,1
s26_jv_fs4,1,151,incongruent,present,notCued,noise,football,0
s26_jv_fs4,1,152,congruent,present,label,zebra,zebra,0
s26_jv_fs4,1,153,noPic,absent,label,rollingpin,NA,1
s26_jv_fs4,1,154,noPic,absent,label,football,NA,1
s26_jv_fs4,1,155,congruent,present,label,swan,swan,1
s26_jv_fs4,1,156,incongruent,present,notCued,noise,pumpkin,0
s26_jv_fs4,1,157,congruent,present,label,football,football,1
s26_jv_fs4,1,158,noPic,absent,label,turtle,NA,1
s26_jv_fs4,1,159,noPic,absent,label,pumpkin,NA,1
s26_jv_fs4,1,160,incongruent,present,notCued,noise,turtle,0
s26_jv_fs4,2,1,incongruent,present,label,football,banana,0
s26_jv_fs4,2,2,incongruent,present,notCued,noise,football,0
s26_jv_fs4,2,3,congruent,present,label,rollingpin,rollingpin,1
s26_jv_fs4,2,4,incongruent,present,label,kangaroo,football,1
s26_jv_fs4,2,5,congruent,present,label,swan,swan,0
s26_jv_fs4,2,6,noPic,absent,label,banana,NA,1
s26_jv_fs4,2,7,noPic,absent,label,zebra,NA,1
s26_jv_fs4,2,8,congruent,present,label,pumpkin,pumpkin,0
s26_jv_fs4,2,9,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,10,noPic,absent,label,swan,NA,1
s26_jv_fs4,2,11,incongruent,present,notCued,noise,swan,0
s26_jv_fs4,2,12,incongruent,present,notCued,noise,kangaroo,0
s26_jv_fs4,2,13,incongruent,present,notCued,noise,swan,0
s26_jv_fs4,2,14,incongruent,present,notCued,noise,pumpkin,0
s26_jv_fs4,2,15,incongruent,present,notCued,noise,kangaroo,0
s26_jv_fs4,2,16,noPic,absent,label,swan,NA,1
s26_jv_fs4,2,17,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,18,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,19,incongruent,present,notCued,noise,turtle,0
s26_jv_fs4,2,20,noPic,absent,label,turtle,NA,1
s26_jv_fs4,2,21,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,22,congruent,present,label,kangaroo,kangaroo,1
s26_jv_fs4,2,23,congruent,present,label,rollingpin,rollingpin,0
s26_jv_fs4,2,24,noPic,absent,notCued,noise,NA,0
s26_jv_fs4,2,25,incongruent,present,label,rollingpin,pumpkin,0
s26_jv_fs4,2,26,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,27,incongruent,present,label,kangaroo,rollingpin,0
s26_jv_fs4,2,28,congruent,present,label,pumpkin,pumpkin,0
s26_jv_fs4,2,29,congruent,present,label,swan,swan,0
s26_jv_fs4,2,30,incongruent,present,notCued,noise,swan,0
s26_jv_fs4,2,31,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,32,noPic,absent,label,banana,NA,1
s26_jv_fs4,2,33,incongruent,present,notCued,noise,rollingpin,1
s26_jv_fs4,2,34,incongruent,present,notCued,noise,turtle,0
s26_jv_fs4,2,35,noPic,absent,label,football,NA,0
s26_jv_fs4,2,36,noPic,absent,label,zebra,NA,1
s26_jv_fs4,2,37,congruent,present,label,zebra,zebra,0
s26_jv_fs4,2,38,noPic,absent,notCued,noise,NA,0
s26_jv_fs4,2,39,noPic,absent,label,pumpkin,NA,1
s26_jv_fs4,2,40,noPic,absent,label,banana,NA,1
s26_jv_fs4,2,41,congruent,present,label,banana,banana,1
s26_jv_fs4,2,42,incongruent,present,notCued,noise,rollingpin,0
s26_jv_fs4,2,43,noPic,absent,label,banana,NA,0
s26_jv_fs4,2,44,incongruent,present,notCued,noise,turtle,0
s26_jv_fs4,2,45,noPic,absent,label,football,NA,1
s26_jv_fs4,2,46,congruent,present,label,rollingpin,rollingpin,1
s26_jv_fs4,2,47,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,48,incongruent,present,label,football,swan,1
s26_jv_fs4,2,49,noPic,absent,label,swan,NA,1
s26_jv_fs4,2,50,congruent,present,label,banana,banana,0
s26_jv_fs4,2,51,congruent,present,label,turtle,turtle,0
s26_jv_fs4,2,52,incongruent,present,notCued,noise,football,1
s26_jv_fs4,2,53,incongruent,present,notCued,noise,banana,0
s26_jv_fs4,2,54,incongruent,present,notCued,noise,football,1
s26_jv_fs4,2,55,noPic,absent,label,zebra,NA,0
s26_jv_fs4,2,56,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,57,incongruent,present,notCued,noise,banana,1
s26_jv_fs4,2,58,congruent,present,label,banana,banana,1
s26_jv_fs4,2,59,noPic,absent,label,turtle,NA,1
s26_jv_fs4,2,60,congruent,present,label,banana,banana,1
s26_jv_fs4,2,61,noPic,absent,label,turtle,NA,1
s26_jv_fs4,2,62,incongruent,present,notCued,noise,rollingpin,1
s26_jv_fs4,2,63,incongruent,present,notCued,noise,swan,1
s26_jv_fs4,2,64,congruent,present,label,turtle,turtle,1
s26_jv_fs4,2,65,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,66,noPic,absent,label,pumpkin,NA,1
s26_jv_fs4,2,67,congruent,present,label,swan,swan,1
s26_jv_fs4,2,68,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,69,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,70,congruent,present,label,kangaroo,kangaroo,0
s26_jv_fs4,2,71,congruent,present,label,football,football,0
s26_jv_fs4,2,72,incongruent,present,notCued,noise,banana,1
s26_jv_fs4,2,73,incongruent,present,notCued,noise,football,0
s26_jv_fs4,2,74,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,75,congruent,present,label,pumpkin,pumpkin,0
s26_jv_fs4,2,76,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,77,noPic,absent,label,rollingpin,NA,1
s26_jv_fs4,2,78,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,79,noPic,absent,label,kangaroo,NA,1
s26_jv_fs4,2,80,congruent,present,label,kangaroo,kangaroo,0
s26_jv_fs4,2,81,noPic,absent,label,banana,NA,1
s26_jv_fs4,2,82,congruent,present,label,swan,swan,1
s26_jv_fs4,2,83,noPic,absent,label,rollingpin,NA,0
s26_jv_fs4,2,84,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,85,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,86,congruent,present,label,zebra,zebra,1
s26_jv_fs4,2,87,incongruent,present,notCued,noise,pumpkin,0
s26_jv_fs4,2,88,congruent,present,label,turtle,turtle,1
s26_jv_fs4,2,89,noPic,absent,label,zebra,NA,0
s26_jv_fs4,2,90,congruent,present,label,rollingpin,rollingpin,1
s26_jv_fs4,2,91,congruent,present,label,pumpkin,pumpkin,1
s26_jv_fs4,2,92,noPic,absent,notCued,noise,NA,0
s26_jv_fs4,2,93,congruent,present,label,zebra,zebra,1
s26_jv_fs4,2,94,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,95,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,96,noPic,absent,label,swan,NA,1
s26_jv_fs4,2,97,noPic,absent,label,banana,NA,1
s26_jv_fs4,2,98,incongruent,present,notCued,noise,pumpkin,0
s26_jv_fs4,2,99,incongruent,present,notCued,noise,swan,0
s26_jv_fs4,2,100,noPic,absent,label,pumpkin,NA,1
s26_jv_fs4,2,101,incongruent,present,notCued,noise,zebra,0
s26_jv_fs4,2,102,incongruent,present,notCued,noise,football,1
s26_jv_fs4,2,103,incongruent,present,notCued,noise,kangaroo,1
s26_jv_fs4,2,104,noPic,absent,label,rollingpin,NA,0
s26_jv_fs4,2,105,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,106,noPic,absent,label,football,NA,1
s26_jv_fs4,2,107,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,108,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,109,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,110,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,111,noPic,absent,label,kangaroo,NA,1
s26_jv_fs4,2,112,incongruent,present,notCued,noise,zebra,1
s26_jv_fs4,2,113,incongruent,present,label,football,turtle,1
s26_jv_fs4,2,114,noPic,absent,notCued,noise,NA,0
s26_jv_fs4,2,115,incongruent,present,label,football,zebra,1
s26_jv_fs4,2,116,noPic,absent,label,turtle,NA,1
s26_jv_fs4,2,117,congruent,present,label,football,football,1
s26_jv_fs4,2,118,incongruent,present,notCued,noise,pumpkin,0
s26_jv_fs4,2,119,congruent,present,label,kangaroo,kangaroo,0
s26_jv_fs4,2,120,noPic,absent,notCued,noise,NA,0
s26_jv_fs4,2,121,noPic,absent,label,football,NA,1
s26_jv_fs4,2,122,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,123,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,124,noPic,absent,label,zebra,NA,1
s26_jv_fs4,2,125,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,126,incongruent,present,notCued,noise,banana,0
s26_jv_fs4,2,127,incongruent,present,notCued,noise,kangaroo,0
s26_jv_fs4,2,128,congruent,present,label,football,football,0
s26_jv_fs4,2,129,incongruent,present,label,zebra,kangaroo,0
s26_jv_fs4,2,130,incongruent,present,notCued,noise,turtle,1
s26_jv_fs4,2,131,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,132,incongruent,present,notCued,noise,zebra,0
s26_jv_fs4,2,133,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,134,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,135,incongruent,present,notCued,noise,pumpkin,0
s26_jv_fs4,2,136,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,137,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,138,noPic,absent,label,kangaroo,NA,1
s26_jv_fs4,2,139,incongruent,present,notCued,noise,zebra,1
s26_jv_fs4,2,140,noPic,absent,label,banana,NA,1
s26_jv_fs4,2,141,noPic,absent,label,swan,NA,1
s26_jv_fs4,2,142,congruent,present,label,zebra,zebra,1
s26_jv_fs4,2,143,incongruent,present,notCued,noise,zebra,1
s26_jv_fs4,2,144,noPic,absent,notCued,noise,NA,0
s26_jv_fs4,2,145,noPic,absent,label,rollingpin,NA,1
s26_jv_fs4,2,146,noPic,absent,label,kangaroo,NA,1
s26_jv_fs4,2,147,noPic,absent,notCued,noise,NA,1
s26_jv_fs4,2,148,noPic,absent,notCued,noise,NA,0
s26_jv_fs4,2,149,noPic,absent,label,kangaroo,NA,1
s26_jv_fs4,2,150,noPic,absent,label,football,NA,1
s26_jv_fs4,2,151,incongruent,present,notCued,noise,banana,1
s26_jv_fs4,2,152,incongruent,present,notCued,noise,kangaroo,1
s26_jv_fs4,2,153,noPic,absent,label,zebra,NA,0
s26_jv_fs4,2,154,congruent,present,label,football,football,0
s26_jv_fs4,2,155,noPic,absent,notCued,noise,NA,0
s26_jv_fs4,2,156,incongruent,present,notCued,noise,rollingpin,1
s26_jv_fs4,2,157,noPic,absent,label,pumpkin,NA,1
s26_jv_fs4,2,158,congruent,present,label,turtle,turtle,0
s26_jv_fs4,2,159,incongruent,present,notCued,noise,rollingpin,1
s26_jv_fs4,2,160,incongruent,present,notCued,noise,turtle,0
s28_rrs_fs4-2,1,1,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,2,incongruent,present,notCued,noise,pumpkin,0
s28_rrs_fs4-2,1,3,congruent,present,label,zebra,zebra,0
s28_rrs_fs4-2,1,4,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,5,congruent,present,label,pumpkin,pumpkin,0
s28_rrs_fs4-2,1,6,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,7,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,8,incongruent,present,notCued,noise,banana,0
s28_rrs_fs4-2,1,9,incongruent,present,notCued,noise,kangaroo,0
s28_rrs_fs4-2,1,10,incongruent,present,notCued,noise,football,0
s28_rrs_fs4-2,1,11,congruent,present,label,football,football,0
s28_rrs_fs4-2,1,12,congruent,present,label,banana,banana,1
s28_rrs_fs4-2,1,13,noPic,absent,label,zebra,NA,1
s28_rrs_fs4-2,1,14,incongruent,present,notCued,noise,rollingpin,0
s28_rrs_fs4-2,1,15,incongruent,present,notCued,noise,kangaroo,0
s28_rrs_fs4-2,1,16,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,17,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,18,incongruent,present,notCued,noise,swan,0
s28_rrs_fs4-2,1,19,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,20,incongruent,present,notCued,noise,football,0
s28_rrs_fs4-2,1,21,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,22,noPic,absent,label,turtle,NA,1
s28_rrs_fs4-2,1,23,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,24,incongruent,present,label,zebra,rollingpin,0
s28_rrs_fs4-2,1,25,congruent,present,label,zebra,zebra,0
s28_rrs_fs4-2,1,26,congruent,present,label,swan,swan,0
s28_rrs_fs4-2,1,27,incongruent,present,notCued,noise,swan,0
s28_rrs_fs4-2,1,28,incongruent,present,notCued,noise,football,0
s28_rrs_fs4-2,1,29,incongruent,present,label,zebra,turtle,0
s28_rrs_fs4-2,1,30,congruent,present,label,football,football,0
s28_rrs_fs4-2,1,31,incongruent,present,notCued,noise,banana,0
s28_rrs_fs4-2,1,32,incongruent,present,notCued,noise,rollingpin,1
s28_rrs_fs4-2,1,33,noPic,absent,label,swan,NA,0
s28_rrs_fs4-2,1,34,congruent,present,label,zebra,zebra,0
s28_rrs_fs4-2,1,35,noPic,absent,label,turtle,NA,1
s28_rrs_fs4-2,1,36,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,37,congruent,present,label,zebra,zebra,0
s28_rrs_fs4-2,1,38,incongruent,present,label,rollingpin,banana,0
s28_rrs_fs4-2,1,39,noPic,absent,label,zebra,NA,1
s28_rrs_fs4-2,1,40,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,41,congruent,present,label,pumpkin,pumpkin,0
s28_rrs_fs4-2,1,42,incongruent,present,notCued,noise,pumpkin,1
s28_rrs_fs4-2,1,43,noPic,absent,label,banana,NA,1
s28_rrs_fs4-2,1,44,incongruent,present,notCued,noise,pumpkin,0
s28_rrs_fs4-2,1,45,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,46,noPic,absent,label,pumpkin,NA,1
s28_rrs_fs4-2,1,47,congruent,present,label,swan,swan,0
s28_rrs_fs4-2,1,48,noPic,absent,label,pumpkin,NA,1
s28_rrs_fs4-2,1,49,incongruent,present,notCued,noise,swan,0
s28_rrs_fs4-2,1,50,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,51,congruent,present,label,rollingpin,rollingpin,0
s28_rrs_fs4-2,1,52,noPic,absent,label,turtle,NA,1
s28_rrs_fs4-2,1,53,incongruent,present,label,kangaroo,football,0
s28_rrs_fs4-2,1,54,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,55,incongruent,present,notCued,noise,swan,0
s28_rrs_fs4-2,1,56,noPic,absent,label,zebra,NA,1
s28_rrs_fs4-2,1,57,noPic,absent,label,turtle,NA,1
s28_rrs_fs4-2,1,58,noPic,absent,label,kangaroo,NA,1
s28_rrs_fs4-2,1,59,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,60,noPic,absent,label,kangaroo,NA,1
s28_rrs_fs4-2,1,61,noPic,absent,label,kangaroo,NA,1
s28_rrs_fs4-2,1,62,congruent,present,label,kangaroo,kangaroo,0
s28_rrs_fs4-2,1,63,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,64,congruent,present,label,kangaroo,kangaroo,0
s28_rrs_fs4-2,1,65,incongruent,present,notCued,noise,turtle,0
s28_rrs_fs4-2,1,66,incongruent,present,notCued,noise,turtle,0
s28_rrs_fs4-2,1,67,incongruent,present,notCued,noise,banana,0
s28_rrs_fs4-2,1,68,noPic,absent,label,swan,NA,1
s28_rrs_fs4-2,1,69,congruent,present,label,rollingpin,rollingpin,0
s28_rrs_fs4-2,1,70,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,71,incongruent,present,notCued,noise,football,1
s28_rrs_fs4-2,1,72,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,73,noPic,absent,label,football,NA,1
s28_rrs_fs4-2,1,74,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,75,incongruent,present,notCued,noise,rollingpin,0
s28_rrs_fs4-2,1,76,noPic,absent,label,banana,NA,1
s28_rrs_fs4-2,1,77,noPic,absent,label,swan,NA,1
s28_rrs_fs4-2,1,78,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,79,congruent,present,label,rollingpin,rollingpin,0
s28_rrs_fs4-2,1,80,noPic,absent,label,rollingpin,NA,1
s28_rrs_fs4-2,1,81,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,82,incongruent,present,notCued,noise,turtle,0
s28_rrs_fs4-2,1,83,congruent,present,label,swan,swan,0
s28_rrs_fs4-2,1,84,noPic,absent,label,pumpkin,NA,1
s28_rrs_fs4-2,1,85,noPic,absent,label,kangaroo,NA,1
s28_rrs_fs4-2,1,86,congruent,present,label,banana,banana,0
s28_rrs_fs4-2,1,87,congruent,present,label,football,football,0
s28_rrs_fs4-2,1,88,incongruent,present,notCued,noise,football,0
s28_rrs_fs4-2,1,89,noPic,absent,label,pumpkin,NA,1
s28_rrs_fs4-2,1,90,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,91,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,92,incongruent,present,notCued,noise,zebra,0
s28_rrs_fs4-2,1,93,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,94,congruent,present,label,turtle,turtle,0
s28_rrs_fs4-2,1,95,incongruent,present,notCued,noise,kangaroo,0
s28_rrs_fs4-2,1,96,incongruent,present,notCued,noise,pumpkin,0
s28_rrs_fs4-2,1,97,incongruent,present,notCued,noise,banana,0
s28_rrs_fs4-2,1,98,congruent,present,label,football,football,0
s28_rrs_fs4-2,1,99,noPic,absent,label,rollingpin,NA,1
s28_rrs_fs4-2,1,100,incongruent,present,notCued,noise,banana,0
s28_rrs_fs4-2,1,101,incongruent,present,notCued,noise,zebra,0
s28_rrs_fs4-2,1,102,noPic,absent,label,turtle,NA,0
s28_rrs_fs4-2,1,103,noPic,absent,label,zebra,NA,1
s28_rrs_fs4-2,1,104,noPic,absent,label,zebra,NA,1
s28_rrs_fs4-2,1,105,incongruent,present,notCued,noise,rollingpin,0
s28_rrs_fs4-2,1,106,noPic,absent,label,rollingpin,NA,1
s28_rrs_fs4-2,1,107,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,108,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,109,incongruent,present,notCued,noise,zebra,0
s28_rrs_fs4-2,1,110,noPic,absent,label,banana,NA,1
s28_rrs_fs4-2,1,111,congruent,present,label,banana,banana,1
s28_rrs_fs4-2,1,112,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,113,incongruent,present,notCued,noise,swan,0
s28_rrs_fs4-2,1,114,noPic,absent,label,pumpkin,NA,1
s28_rrs_fs4-2,1,115,noPic,absent,label,football,NA,1
s28_rrs_fs4-2,1,116,congruent,present,label,rollingpin,rollingpin,0
s28_rrs_fs4-2,1,117,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,118,incongruent,present,notCued,noise,turtle,0
s28_rrs_fs4-2,1,119,noPic,absent,label,football,NA,0
s28_rrs_fs4-2,1,120,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,121,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,122,noPic,absent,label,swan,NA,1
s28_rrs_fs4-2,1,123,incongruent,present,label,banana,swan,0
s28_rrs_fs4-2,1,124,incongruent,present,label,rollingpin,zebra,0
s28_rrs_fs4-2,1,125,noPic,absent,label,banana,NA,1
s28_rrs_fs4-2,1,126,congruent,present,label,banana,banana,0
s28_rrs_fs4-2,1,127,incongruent,present,notCued,noise,zebra,0
s28_rrs_fs4-2,1,128,noPic,absent,label,rollingpin,NA,1
s28_rrs_fs4-2,1,129,congruent,present,label,turtle,turtle,0
s28_rrs_fs4-2,1,130,congruent,present,label,kangaroo,kangaroo,0
s28_rrs_fs4-2,1,131,noPic,absent,label,rollingpin,NA,1
s28_rrs_fs4-2,1,132,congruent,present,label,kangaroo,kangaroo,0
s28_rrs_fs4-2,1,133,noPic,absent,label,rollingpin,NA,1
s28_rrs_fs4-2,1,134,noPic,absent,notCued,noise,NA,0
s28_rrs_fs4-2,1,135,incongruent,present,notCued,noise,pumpkin,0
s28_rrs_fs4-2,1,136,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,137,incongruent,present,notCued,noise,kangaroo,0
s28_rrs_fs4-2,1,138,incongruent,present,notCued,noise,rollingpin,0
s28_rrs_fs4-2,1,139,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,140,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,141,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,142,incongruent,present,notCued,noise,kangaroo,0
s28_rrs_fs4-2,1,143,incongruent,present,label,zebra,pumpkin,0
s28_rrs_fs4-2,1,144,congruent,present,label,pumpkin,pumpkin,0
s28_rrs_fs4-2,1,145,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,146,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,147,incongruent,present,label,pumpkin,kangaroo,1
s28_rrs_fs4-2,1,148,noPic,absent,label,football,NA,1
s28_rrs_fs4-2,1,149,incongruent,present,notCued,noise,zebra,0
s28_rrs_fs4-2,1,150,congruent,present,label,swan,swan,0
s28_rrs_fs4-2,1,151,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,152,noPic,absent,label,zebra,NA,1
s28_rrs_fs4-2,1,153,congruent,present,label,pumpkin,pumpkin,1
s28_rrs_fs4-2,1,154,noPic,absent,label,kangaroo,NA,1
s28_rrs_fs4-2,1,155,congruent,present,label,turtle,turtle,0
s28_rrs_fs4-2,1,156,congruent,present,label,turtle,turtle,1
s28_rrs_fs4-2,1,157,noPic,absent,label,rollingpin,NA,1
s28_rrs_fs4-2,1,158,incongruent,present,notCued,noise,turtle,0
s28_rrs_fs4-2,1,159,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,1,160,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,2,1,incongruent,present,notCued,noise,rollingpin,0
s28_rrs_fs4-2,2,2,incongruent,present,notCued,noise,zebra,0
s28_rrs_fs4-2,2,3,incongruent,present,label,zebra,turtle,0
s28_rrs_fs4-2,2,4,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,2,5,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,2,6,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,2,7,incongruent,present,notCued,noise,turtle,0
s28_rrs_fs4-2,2,8,incongruent,present,notCued,noise,zebra,0
s28_rrs_fs4-2,2,9,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,2,10,congruent,present,label,banana,banana,1
s28_rrs_fs4-2,2,11,incongruent,present,label,rollingpin,zebra,0
s28_rrs_fs4-2,2,12,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,2,13,incongruent,present,notCued,noise,kangaroo,0
s28_rrs_fs4-2,2,14,incongruent,present,notCued,noise,kangaroo,0
s28_rrs_fs4-2,2,15,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,2,16,noPic,absent,notCued,noise,NA,1
s28_rrs_fs4-2,2,17,incongruent,present,notCued,noise,football,1
s28_rrs_fs4-2,2,18,noPic,absent,label,kangaroo,NA,1
s28_rrs_fs4-2,2,19,congruent,present,label,football,football,1
s28_rrs_fs4-2,2,20,incongruent,present,notCued,noise,pumpkin,1
s28_rrs_fs4-2,2,21,noPic,absent,notCued,noise,NA,1
