item_id;object_name;pic_file;Response;Score;Comment;originalOrder
94;BOW TIE;93_vis_bow tie.png;vlinderstrik;1;;411
94;BOW TIE;93_vis_bow tie.png;vlinderstrikje;1;;412
94;BOW TIE;93_vis_bow tie.png;vlinderstropdas;1;;413
94;BOW TIE;93_vis_bow tie.png;x;0;;414
95;STREETLIGHT;95_u1_lamp post.png;lantaarn;3;not specific enough;415
95;STREETLIGHT;95_u1_lamp post.png;lantaarnpaal;1;;416
95;STREETLIGHT;95_u1_lamp post.png;lantaren;3;not specific enough;417
95;STREETLIGHT;95_u1_lamp post.png;lantarenpaal;1;spelling mistake;418
95;STREETLIGHT;95_u1_lamp post.png;stoplicht;3;;419
95;STREETLIGHT;95_u1_lamp post.png;straatlantaarn;1;;420
95;STREETLIGHT;95_u1_lamp post.png;straatlicht;1;;421
95;STREETLIGHT;95_u1_lamp post.png;verkeerslicht;3;;422
96;TRAFFIC SIGN;96_vis_traffic sign.png;stoplicht;3;;423
96;TRAFFIC SIGN;96_vis_traffic sign.png;verkeersbord;1;;424
96;TRAFFIC SIGN;96_vis_traffic sign.png;verkeerslicht;3;;425
97;RIDING HELMET;100_sem_riding helmet.png;(paard)rijhelm;1;;426
97;RIDING HELMET;100_sem_riding helmet.png;(paardrij) helm;1;;427
97;RIDING HELMET;100_sem_riding helmet.png;cap;1;;428
97;RIDING HELMET;100_sem_riding helmet.png;fietshelm;3;;429
97;RIDING HELMET;100_sem_riding helmet.png;helm;3;not specific enough;430
97;RIDING HELMET;100_sem_riding helmet.png;motorhelm;3;;431
97;RIDING HELMET;100_sem_riding helmet.png;paardenrij helm;1;spelling mistake;432
97;RIDING HELMET;100_sem_riding helmet.png;paardrij helm;1;spelling mistake;433
97;RIDING HELMET;100_sem_riding helmet.png;paardrijcap;1;;434
97;RIDING HELMET;100_sem_riding helmet.png;paardrijhelm;1;;435
97;RIDING HELMET;100_sem_riding helmet.png;rijdhelm;3;not specific enough;436
97;RIDING HELMET;100_sem_riding helmet.png;rijhelm;3;not specific enough;437
98;FISHING ROD;100_vis_fishing rod.png;hengel;1;;438
98;FISHING ROD;100_vis_fishing rod.png;vis hengel;1;spelling mistake;439
98;FISHING ROD;100_vis_fishing rod.png;vishengel;1;;440
98;FISHING ROD;100_vis_fishing rod.png;x;0;;441
